Persona:int,AnoNac:int,Sexo:int
23434102,1948,2
23434103,1986,1
23435101,1964,1
23435102,1964,2
23435103,1994,2
23436101,1965,2
23436102,1991,2
23436103,1992,2
23437101,1986,2
23437102,1983,1
23437103,2006,2
23438201,1966,1
23438202,1968,2
23438203,1997,1
23438204,2003,1
23439001,1978,2
23439002,2007,2
23439003,2009,1
23440201,1975,1
23440202,1979,2
23440203,1998,1
23440204,2010,2
23441101,1975,1
23441102,1986,2
23441103,2005,2
23441104,2012,2
23442101,1987,1
23442102,1988,2
23442103,2010,2
23442104,1987,2
23443101,1933,2
23443102,1960,2
23444001,1965,1
23444002,1974,2
23444003,1994,1
23444004,1998,1
23445101,1963,2
23445102,1980,2
23446101,1962,1
23446102,1964,2
23446103,1981,2
23446104,1989,1
23446105,2003,1
23447201,1972,1
23447202,1974,2
23447203,2006,1
23448001,1965,1
23448002,1964,2
23448003,1986,1
23448004,1988,1
23448005,1982,2
23449101,1946,2
23449102,1974,2
23449103,1986,2
23449104,1986,1
23449105,2002,2
23449106,2000,2
23449107,2012,1
23450101,1928,2
23450102,1960,1
23450103,1988,1
23450104,2009,1
23451101,1957,1
23451102,1957,2
23452101,1964,2
23452102,1994,1
23452103,1990,2
23452104,1992,1
23452105,2010,1
23453101,1984,2
23453102,1965,1
23454101,1976,1
23454102,1975,2
23454103,1999,1
23454104,2010,1
23455001,1940,2
23455002,1965,1
23455003,1981,1
23456001,1963,1
23457101,1997,2
23457102,1994,1
23457103,2003,2
23457104,1975,2
23458301,1975,2
23458302,1995,1
23458303,2002,2
23458304,2011,2
23459001,1962,1
23459002,1962,2
23459003,1986,1
23459004,1989,1
23459005,2003,2
23460101,1954,2
23460102,1960,1
23460103,1992,1
23461101,1929,2
23461102,1958,1
23461103,1958,2
23461104,1957,1
23461105,1981,1
23462201,1973,1
23462202,1978,2
23462203,2008,2
23463101,1933,1
23463102,1947,2
23463103,1976,2
23463104,2008,1
23464201,1957,1
23464202,2003,1
23464203,2007,2
23464204,1973,2
23465301,1962,1
23465302,1996,1
23465303,1997,1
23465304,1931,2
23466001,1952,1
23466002,1954,2
23466003,1986,1
23467101,1958,1
23467102,1956,2
23467103,1980,1
23467104,1985,1
23467105,1984,2
23467106,1979,2
23468101,1959,1
23468102,1968,2
23468103,1987,2
23468104,1990,2
23468105,1998,2
23468106,1996,1
23469101,1955,1
23469102,1954,2
23469103,1991,2
23470101,1958,1
23470102,1952,2
23470103,1979,1
23470104,1985,1
23471201,1958,2
23471202,1996,2
23472101,1984,1
23472102,1979,2
23472103,2000,1
23473101,1961,1
23473102,1962,2
23473103,1991,1
23474101,1933,1
23474102,1942,2
23475001,1975,1
23475002,1969,2
23475003,2003,2
23475004,2006,2
23476101,1970,1
23476102,1969,2
23476103,1995,2
23476104,2000,2
23477101,1976,1
23477102,1981,2
23477103,1997,1
23477104,2005,2
23477105,2010,1
23478101,1932,2
23478102,1995,1
23479101,1965,1
23479102,1966,2
23479103,1991,2
23479104,1998,1
23480101,1941,1
23480102,1945,2
23481101,1944,2
23481102,1963,2
23481103,1995,2
23482001,1947,2
23482002,1982,2
23482003,2003,1
23483101,1958,1
23483102,1960,2
23483103,1989,2
23484101,1943,2
23484102,1973,1
23484103,1983,2
23484104,1994,2
23484105,2005,1
23485001,1966,1
23485002,1985,2
23485003,1988,2
23485004,1994,2
23485005,1965,2
23486001,1980,1
23486002,1982,2
23486003,1999,1
23486004,2003,2
23486005,2011,2
23487101,1989,1
23487102,1992,1
23489101,1939,1
23489102,1940,2
23489103,1958,2
23489104,1984,1
23489105,1964,1
23489106,1960,1
23489107,1985,2
23490101,1965,1
23490102,1969,2
23490103,1956,1
23490104,2002,1
23491101,1963,1
23491102,1968,2
23491103,1991,2
23491104,1996,1
23491105,2005,1
23492101,1952,2
23492102,1982,1
23492103,1983,2
23493101,1953,1
23493102,1949,2
23494101,1945,2
23494102,1988,1
23494103,1965,2
23494104,1990,2
23495001,1963,1
23495002,1973,2
23495003,1991,1
23495004,1995,2
23495005,1992,2
23495006,2011,1
23496001,1968,1
23496002,1968,2
23496003,2008,2
23497101,1954,2
23497102,1975,2
23497103,1996,2
23498101,1958,1
23498102,1958,2
23499101,1958,1
23499102,1967,2
23499103,1990,2
23499104,1995,1
23500101,1983,1
23500102,1982,2
23501101,1964,2
23501102,1985,2
23501103,1988,2
23501104,1993,1
23501105,2006,2
23501106,2011,1
23501107,2010,2
23502101,1972,1
23502102,1972,2
23502103,2002,1
23502104,1993,1
23503101,1946,1
23503102,1951,2
23503103,1977,1
23504101,1974,2
23505101,1928,1
23505102,1973,1
23505103,1971,2
23505104,1993,1
23505105,2006,1
23505106,2009,1
23506101,1969,1
23506102,1968,2
23506103,1999,2
23507001,1964,2
23507002,1995,2
23507003,2001,2
23508001,1947,2
23508002,1936,1
23508003,1963,2
23509101,1961,1
23509102,1983,1
23510101,1955,1
23510102,1982,1
23510103,1999,1
23510104,1957,2
23511101,1971,1
23511102,1997,1
23511103,2000,2
23511104,1973,2
23512101,1967,1
23512102,1960,2
23512103,1990,1
23512104,1994,1
23513101,1981,1
23513102,1983,2
23513103,2008,1
23513104,2012,1
23514101,1951,1
23514102,1938,2
23515001,1963,1
23515002,1961,2
23515003,1991,1
23516101,1945,2
23516102,2002,1
23516103,1977,2
23516104,1978,1
23516105,1994,1
23517301,1972,1
23517302,1972,2
23517303,1995,2
23517304,1999,2
23517305,2002,2
23518101,1964,1
23518102,1959,2
23519101,1952,1
23519102,1965,2
23519103,1990,2
23519104,1941,2
23520101,1947,2
23520102,1977,2
23521101,1957,1
23521102,1989,1
23521103,1992,2
23521104,1952,2
23522101,1962,1
23522102,1987,1
23522103,1989,1
23523101,1980,2
23524201,1972,1
23524202,1969,2
23524203,1990,1
23524204,1989,1
23524205,1998,1
23524206,2003,1
23525101,1971,2
23525102,2001,1
23526001,1940,1
23526002,1944,2
23526003,1970,2
23526004,1991,2
23526005,2008,1
23526006,2009,1
23527101,1965,1
23527102,1964,2
23527103,1989,2
23528101,1955,1
23528102,1975,1
23528103,1956,2
23528104,1995,2
23529101,1957,1
23529102,1963,2
23530101,1961,1
23530102,1964,2
23530103,1987,1
23530104,1998,2
23531101,1968,2
23531102,1992,2
23531103,1994,2
23531104,1994,1
23531105,2010,1
23532101,1973,1
23532102,1972,2
23532103,2001,1
23532104,2009,1
23533101,1962,1
23533102,1966,2
23533103,1996,2
23533104,2000,2
23533105,2003,1
23534101,1960,1
23534102,1960,2
23534103,1987,1
23534104,1994,2
23534105,1998,1
23535101,1973,1
23535102,1972,2
23535103,1996,2
23535104,2008,2
23536101,1960,1
23536102,1968,2
23536103,1995,2
23537101,1934,2
23538101,1959,2
23538102,1984,2
23539101,1930,1
23539102,1930,2
23539103,1969,1
23540101,1948,1
23540102,1948,2
23540103,1984,1
23540104,1981,2
23540105,2010,2
23541101,1939,2
23542101,1960,1
23542102,1953,2
23542103,1986,2
23542104,1990,1
23543101,1974,1
23543102,1973,2
23543103,1993,2
23543104,2002,2
23544001,1940,2
23544002,1942,2
23544003,1945,2
23544004,1952,1
23544005,1961,1
23545001,1961,1
23545002,1962,2
23545003,1991,2
23546001,1967,1
23546002,1965,2
23546003,2001,1
23546004,2003,1
23547101,1965,1
23547102,1930,2
23547103,1972,2
23548101,1955,1
23548102,1958,2
23548103,1995,2
23549001,1988,1
23549002,1992,2
23549003,2010,1
23550001,1978,1
23550002,1973,2
23550003,2000,1
23550004,2002,1
23550005,2003,1
23551101,1975,2
23551102,1975,1
23551103,1998,2
23551104,2005,1
23552101,1966,1
23552102,1970,2
23552103,1989,1
23552104,1994,1
23552105,1991,2
23552106,2008,1
23552107,2011,2
23553101,1954,1
23553102,1953,2
23554001,1960,2
23554002,1939,2
23555101,1963,1
23555102,1962,2
23555103,1991,2
23555104,1991,2
23555105,1994,2
23556001,1976,1
23556002,1963,2
23556003,1985,2
23557101,1934,2
23557102,1975,1
23558101,1928,2
23559101,1963,1
23559102,1965,2
23559103,1988,2
23559104,1991,1
23560001,1967,1
23560002,1967,2
23560003,1988,2
23560004,1994,2
23560005,2003,2
23561201,1943,1
23561202,1948,2
23561203,1973,1
23562101,1971,2
23562102,1983,1
23562103,1973,1
23562104,1993,1
23562105,1997,1
23562106,2000,1
23563101,1986,1
23563102,1992,1
23563103,1989,2
23563104,2006,2
23564101,1962,1
23564102,1966,2
23564103,1991,2
23564104,1995,1
23564105,2004,2
23565001,1972,1
23565002,1972,2
23565003,1999,1
23565004,2002,2
23566101,1957,1
23566102,1966,2
23567101,1973,1
23567102,1978,2
23568001,1970,1
23568002,1968,2
23568003,2001,1
23568004,2003,1
23568005,2005,2
23568006,2011,1
23569101,1946,1
23569102,1941,2
23570101,1971,1
23570102,1968,2
23570103,2000,2
23571001,1990,2
23571002,1988,1
23571003,2007,1
23572001,1969,1
23572002,1967,2
23572003,1990,1
23573101,1971,1
23573102,1977,2
23573103,1934,2
23573104,1997,2
23573105,2000,1
23573106,2004,1
23574201,1991,1
23574202,1987,2
23574203,2010,2
23575001,1965,1
23575002,1967,2
23575003,1993,2
23575004,1995,2
23575005,2000,1
23576101,1951,1
23576102,1956,2
23576103,1982,2
23576104,1987,2
23576105,2001,2
23576106,2009,1
23576107,2010,2
23577101,1932,1
23577102,1988,2
23578101,1933,2
23579001,1960,1
23579002,1965,2
23579003,2000,2
23579004,1991,2
23579005,1976,1
23580101,1956,1
23580102,1966,2
23580103,2003,1
23581101,1971,1
23581102,1975,2
23581103,1990,2
23582001,1972,2
23582002,1989,1
23582003,1999,1
23583101,1957,1
23583102,1962,2
23583103,1980,1
23583104,1984,2
23583105,1991,2
23583106,2004,2
23583107,2004,1
23584001,1946,2
23585201,1978,1
23585202,1976,2
23585203,1992,1
23585204,2000,2
23585205,2006,2
23585206,2009,2
23586101,1956,2
23586102,1984,2
23586103,1982,1
23586104,2003,1
23586105,2010,1
23587101,1956,1
23587102,1961,2
23587103,1989,1
23587104,1991,2
23587105,2009,1
23587106,2010,1
23588101,1927,1
23588102,1964,2
23589101,1949,2
23589102,1945,1
23590201,1946,1
23590202,1951,2
23590203,1978,2
23590204,1985,1
23590205,1985,2
23591001,1941,2
23591002,1937,1
23592101,1949,1
23592102,1959,2
23592103,1981,2
23592104,1990,1
23593001,1977,1
23593002,1978,2
23593003,2010,1
23593101,1932,1
23593102,1940,2
23594101,1944,2
23594102,1964,1
23594103,1966,2
23594104,1990,1
23594105,1996,1
23594106,2000,1
23595101,1960,2
23595102,1985,2
23595103,1984,2
23595104,1988,1
23595105,1980,1
23595106,2003,1
23595107,2004,2
23596101,1953,1
23596102,1967,2
23596103,1993,1
23597101,1948,1
23597102,1954,2
23597103,1981,2
23597104,1988,2
23597105,1998,2
23597106,1978,2
23598101,1987,2
23598102,1955,2
23598103,1984,1
23598104,2009,1
23599101,1988,1
23599102,1977,1
23599103,1990,2
23599104,2010,1
23600101,1954,2
23600102,1952,1
23601101,1962,1
23601102,1964,2
23601103,1989,1
23601104,1992,2
23601105,2001,2
23602201,1948,2
23602202,1989,2
23602203,2009,2
23603001,1976,1
23603002,1942,2
23603003,1980,2
23603004,2007,1
23604201,1951,1
23604202,1957,2
23604203,1989,2
23605001,1986,1
23605002,1985,2
23605003,2007,2
23605004,2010,1
23606101,1944,1
23606102,1950,2
23607101,1985,1
23607102,1985,2
23607103,2006,1
23607104,2008,2
23608101,1962,1
23608102,1966,2
23608103,1988,2
23608104,1999,2
23609101,1955,1
23609102,1956,2
23609103,1976,1
23609104,1999,1
23609105,2007,1
23610101,1972,1
23610102,1976,2
23610103,1996,1
23610104,2003,1
23610105,2009,2
23611101,1984,2
23611102,1985,1
23611103,2006,2
23611104,2012,2
23612201,1971,2
23612202,1965,1
23612203,2006,1
23612204,2003,1
23613101,1974,2
23613102,1972,1
23613103,2000,1
23613104,2006,1
23614201,2012,1
23614202,1984,1
23614203,2000,2
23614204,1981,2
23615101,1985,2
23615102,2007,1
23616201,1976,2
23616202,2004,1
23616203,2003,1
23617101,1980,2
23617102,1998,1
23617103,2001,2
23617104,2011,2
23617105,1994,1
23617106,1983,2
23618201,1975,1
23618202,1982,2
23618203,1945,2
23618204,2001,2
23618205,2003,1
23619001,1970,2
23619002,1946,2
23620101,1954,1
23620102,1958,2
23620103,2000,2
23620104,1991,2
23621001,1969,2
23621201,1992,1
23621202,1999,2
23621203,2012,1
23621204,1971,2
23621205,1959,1
23622201,1966,2
23622202,1993,2
23622203,2000,2
23622204,2005,2
23623001,2005,1
23623002,1994,2
23623003,1970,2
23624101,1947,1
23624102,1944,2
23625201,1948,2
23625202,1949,1
23625203,1977,2
23625204,1981,2
23625205,1979,1
23626101,1978,1
23626102,1976,2
23626103,1993,1
23626104,2010,1
23627101,1973,1
23627102,2000,1
23627103,1998,1
23627104,2009,2
23627105,1974,2
23628301,1995,1
23628302,1967,1
23628303,1966,2
23629101,1972,1
23629102,1974,2
23629103,1995,2
23629104,1997,2
23630101,1941,2
23630102,1968,2
23630103,1965,2
23630104,1991,1
23630105,1987,1
23630106,1952,1
23631101,1997,1
23631102,2000,2
23631103,1972,2
23631104,1972,1
23632101,1977,1
23632102,1979,2
23632103,2006,1
23632104,2008,1
23633101,1972,1
23633102,1975,2
23633103,1949,2
23633104,2002,2
23633105,1997,1
23633106,2008,1
23634101,1964,1
23634102,1971,2
23634103,1994,1
23634104,1996,2
23634105,1997,2
23634106,2001,2
23634107,2004,2
23635101,1980,1
23635102,1941,2
23636001,1963,1
23636002,1962,2
23636003,1990,2
23637001,1938,2
23637002,1952,2
23637003,1948,1
23637004,1990,2
23637005,1989,1
23638001,1974,1
23638002,1974,2
23638003,1999,1
23638004,2005,1
23638005,1953,1
23639201,1987,1
23639202,1980,2
23639203,1943,2
23639204,2003,2
23639205,2008,2
23639301,1988,2
23639302,1991,1
23639303,1995,2
23639304,1972,1
23639305,2008,1
23639306,1966,2
23640101,1975,2
23640102,1998,1
23640103,1974,1
23640104,1998,1
23641001,1969,1
23641002,1972,2
23641003,1994,2
23641004,1997,1
23641005,2005,1
23641006,2007,1
23642101,1953,1
23642102,1957,2
23643101,1949,2
23643102,1995,1
23644101,1992,2
23644102,1989,1
23644103,1990,1
23645101,1982,1
23645102,1987,2
23645103,2006,2
23645104,2012,1
23646001,1962,1
23646002,1958,2
23646003,1991,2
23646201,1958,2
23646202,1984,1
23646203,1978,1
23646204,2001,1
23647201,1972,2
23647202,1993,1
23647203,1997,2
23648201,1941,2
23648202,1965,1
23648203,1997,1
23649001,1980,1
23649002,2001,2
23649003,2004,2
23649004,1975,2
23649005,1975,1
23649006,2006,1
23650001,1959,1
23650002,1992,1
23650003,2005,1
23650004,1960,2
23650005,1986,1
23651101,1928,2
23652101,1956,2
23652102,1992,1
23652103,1989,1
23653201,1962,1
23653202,1961,2
23653203,1980,2
23653204,1987,2
23653205,2009,1
23654101,1939,1
23654102,1965,1
23654103,1970,2
23655101,1956,2
23655102,1992,1
23655103,1965,1
23656201,1972,1
23656202,1969,2
23657001,1948,1
23657002,1953,2
23658101,1985,1
23658102,1987,2
23659101,1979,2
23659102,2010,1
23659103,1996,1
23660201,1965,2
23660202,1961,1
23661101,1975,1
23661102,1977,2
23661103,2000,1
23661104,2003,1
23662201,1947,1
23662202,1954,2
23663001,1973,1
23663002,1973,2
23663003,1992,1
23663004,1998,2
23663005,2006,1
23663006,2011,1
23664101,1934,1
23665001,1995,2
23665002,1965,2
23665003,1950,2
23666201,1933,1
23666202,1937,2
23667101,1986,2
23667102,1958,2
23667103,1981,1
23667104,1962,1
23667105,2004,2
23667106,2012,1
23668101,1982,1
23668102,2005,1
23668103,2012,2
23668104,1999,2
23668105,1995,2
23668106,1979,2
23669001,1970,1
23669002,1971,2
23670301,1976,1
23670302,1973,2
23670303,2004,1
23670304,2001,2
23671101,1987,1
23671102,1984,1
23671103,1964,2
23671104,1954,1
23672201,1973,2
23672202,1966,1
23672203,1992,1
23672204,1998,2
23673001,1970,1
23673002,1968,2
23673003,1998,1
23674001,1971,2
23674002,1970,1
23674003,1991,2
23674004,1996,2
23675101,1973,2
23675102,1970,1
23675103,1994,2
23675104,1995,2
23675105,2004,2
23676101,1990,2
23676102,2002,2
23676103,1975,2
23676104,1974,1
23677001,1980,1
23677002,1987,2
23678101,1942,1
23679101,1958,1
23679102,1956,2
23679103,1990,2
23679104,1990,1
23679105,2009,2
23679106,2010,1
23680001,2006,1
23680002,2010,1
23680003,2003,1
23680004,1986,2
23680005,1983,1
23681101,1953,1
23681102,1953,2
23681103,1974,1
23681104,1977,2
23682101,1973,2
23682102,1968,1
23682103,1997,2
23682104,2000,1
23683101,1991,1
23683102,1958,2
23684101,1967,1
23684102,1967,2
23684103,1998,2
23684104,2005,2
23684105,2008,1
23684106,2009,1
23685201,1978,1
23685202,1976,2
23685203,1994,2
23685204,1993,2
23685205,2001,2
23685206,2009,1
23685207,1949,2
23686201,1978,1
23686202,1979,2
23686203,2004,1
23686204,2007,2
23687101,1973,1
23687102,1962,2
23688101,1964,2
23688102,1966,1
23688103,1987,2
23688104,1991,1
23688105,1998,1
23689001,1984,1
23689002,2003,2
23689003,2009,2
23689004,1986,2
23690101,1954,1
23690102,1963,2
23690103,1991,2
23690104,1998,2
23691101,1960,1
23691102,1963,2
23691103,1990,1
23691104,1987,2
23692001,1958,1
23693101,1996,1
23693102,1974,2
23694001,1989,2
23694002,2009,2
23694003,2010,2
23695101,1979,1
23695102,1990,1
23695103,1964,2
23695104,1995,2
23695105,2003,2
23696301,1986,2
23696302,1975,1
23696303,2007,2
23696304,2010,2
23697001,1986,2
23697002,1953,2
23697003,1943,1
23698101,1969,1
23698102,1979,2
23698103,2006,2
23698104,2003,2
23699101,1970,1
23699102,1964,2
23699103,2002,2
23699104,2005,2
23699301,1995,1
23699302,1966,2
23699303,1991,2
23700101,1948,2
23700102,1937,1
23701101,1932,2
23701102,1991,1
23701103,1968,1
23701104,1995,2
23701105,1990,2
23701106,2005,1
23701107,1963,2
23702101,1964,1
23702102,1968,2
23702103,1992,2
23702104,2001,2
23702105,2011,2
23703001,1966,1
23703002,1982,2
23703003,1998,2
23703004,2000,2
23703005,2010,1
23704201,1970,1
23704202,1970,2
23705001,1987,2
23705002,1997,2
23705003,2007,2
23705004,1968,2
23705005,1969,1
23705006,1943,1
23706001,1964,1
23706002,1991,2
23706003,1995,2
23706004,1934,2
23706005,1964,2
23706006,2000,1
23707001,1939,1
23707002,1947,2
23708101,1970,1
23708102,1977,1
23709101,2003,2
23709102,2008,1
23709103,1985,2
23710101,1966,1
23710102,1967,2
23710103,1994,1
23711101,1940,1
23711102,1958,2
23712101,1933,1
23712102,1933,2
23713101,1949,2
23713102,1946,1
23713103,1980,2
23714101,1966,2
23714102,1944,2
23714103,1992,1
23715001,1953,1
23715002,1955,2
23716101,1967,2
23716102,1999,1
23716103,1953,1
23717101,1978,1
23717102,1978,2
23717103,2001,1
23718201,1971,2
23718202,1969,1
23718203,1991,1
23718204,1997,1
23718205,1999,1
23719101,1960,1
23719102,1999,1
23719103,1964,2
23720101,1967,2
23720102,1966,1
23720103,1988,2
23720104,1988,2
23720105,1993,1
23720106,1998,1
23720107,2006,1
23721101,1974,2
23721102,1968,1
23721103,1994,1
23721104,2003,2
23722101,1977,1
23722102,1981,2
23722103,2005,1
23722104,2007,2
23722105,2002,2
23723101,1977,1
23723102,1975,2
23723103,2004,2
23723104,2010,1
23723105,2010,2
23724101,1948,1
23724102,1949,2
23724103,1916,2
23725101,1967,1
23725102,1981,2
23725103,2010,1
23726101,1971,1
23726102,1973,2
23727101,1978,2
23727102,1982,1
23727103,1998,1
23727104,2001,2
23727105,2012,2
23728301,1946,1
23728302,1946,2
23729001,1975,2
23729002,1975,1
23729003,2005,1
23729004,2002,2
23729005,1998,2
23730101,1968,1
23730102,1973,2
23730103,1993,2
23730104,2003,2
23731101,1957,1
23731102,1961,2
23731103,1980,2
23731104,1982,1
23731105,1999,1
23731106,2003,2
23732101,1958,1
23732102,1971,2
23732103,1989,1
23732104,1998,1
23732201,1957,1
23732202,1952,2
23732203,1990,1
23732204,1995,1
23733101,1960,2
23733102,1944,1
23733103,1992,1
23733104,2003,2
23734001,1962,2
23734002,1927,2
23734003,1957,1
23734004,1987,2
23734101,1954,1
23734102,1992,2
23735101,1966,2
23735102,1956,1
23735103,1983,1
23735104,1992,2
23735105,2004,1
23736101,1963,1
23736102,1992,1
23736103,1965,2
23736104,1968,2
23736105,1961,2
23736106,2007,2
23737101,1969,2
23737102,2000,1
23738101,1967,1
23738102,1989,1
23738103,1995,2
23738104,2000,2
23738105,1965,2
23739101,1983,2
23739102,1972,1
23739103,2010,1
23739104,2003,1
23740201,1974,2
23740202,1971,1
23741001,1953,1
23741002,1958,2
23741003,1992,1
23742101,1970,2
23742102,1941,1
23742103,2010,1
23742104,1997,2
23742105,1990,1
23743101,1983,2
23743102,1979,1
23743103,2002,2
23743104,2012,2
23744101,1973,1
23744102,1968,2
23744103,1948,2
23744104,1992,1
23744105,1992,2
23744106,2002,1
23745001,1957,1
23745002,2004,2
23745003,1962,2
23746001,1983,1
23746002,2003,2
23746003,1983,2
23747101,1970,2
23747102,1985,1
23748001,1942,2
23748002,1977,1
23748003,2007,2
23749101,1975,2
23749102,1997,1
23750101,1981,1
23750102,1978,2
23750103,1996,2
23750104,1996,2
23750105,1999,1
23750106,2001,2
23750107,2005,2
23750108,2012,1
23751101,1956,1
23751102,1960,2
23751103,1987,1
23751104,1992,2
23752101,1956,1
23752102,1964,2
23752103,1992,1
23752104,1990,2
23752105,1994,2
23753101,1973,2
23753102,1965,1
23753103,2000,1
23753104,2006,1
23754301,1973,1
23754302,1976,2
23754303,2004,1
23754304,2002,1
23755001,1967,2
23755002,1958,1
23755003,1989,2
23755004,1997,1
23755005,1987,1
23755006,2000,2
23756101,1975,2
23756102,1968,1
23756103,2000,1
23757301,1939,1
23757302,1943,2
23757303,1986,1
23758001,1960,2
23758002,1957,1
23759101,1946,2
23759102,1992,2
23759103,2000,2
23759104,1949,1
23760101,1940,2
23760102,1971,2
23760103,1999,1
23761101,1969,2
23761102,1970,1
23761103,1997,1
23761104,2000,1
23762101,1972,2
23762102,1965,1
23762103,2003,1
23762104,2003,1
23762105,2004,1
23763301,1974,2
23763302,1968,1
23763303,2003,1
23763304,2011,1
23764201,1959,1
23764202,1985,1
23764203,1991,1
23764204,1961,2
23765301,1960,1
23766101,1969,1
23766102,1975,2
23766103,1992,2
23766104,2002,1
23767101,1939,1
23767102,1943,2
23767103,1971,2
23767104,1992,1
23768101,1965,2
23768102,1966,1
23768103,1990,2
23768104,1997,2
23769101,1942,2
23769102,1939,1
23769103,1981,2
23769104,1999,1
23769105,2002,2
23769106,2010,2
23770101,1943,2
23771101,1958,1
23771102,1963,2
23771103,1988,2
23771104,1994,2
23771105,2001,1
23772101,1960,1
23772102,1961,2
23772103,2002,1
23773001,1985,1
23773002,1988,2
23774101,1947,1
23774102,1945,2
23775101,1960,2
23775102,1992,2
23775103,1992,1
23775104,2007,1
23776001,1983,2
23776002,1980,1
23776101,1982,2
23776102,1983,1
23776103,2006,1
23776104,2002,2
23776105,2011,2
23776106,1963,2
23777001,1953,1
23777002,1950,2
23777003,1982,1
23778001,1974,1
23778002,1975,2
23778003,2010,2
23779101,1978,2
23779102,1984,1
23779103,2006,1
23780101,1988,1
23780102,1965,1
23780103,1965,2
23780104,2008,1
23780105,1989,2
23781101,1963,2
23781102,1983,1
23781103,1986,1
23782201,1976,1
23782202,2005,2
23783101,1962,2
23783102,1987,1
23783103,1993,1
23784101,1949,2
23784102,1953,1
23785101,1971,1
23785102,1981,2
23785103,2004,1
23785104,2010,2
23786201,1990,2
23786202,1985,1
23786203,2008,2
23786204,1960,2
23786205,1961,1
23787101,1967,1
23787102,1963,2
23787103,2000,1
23787104,2001,1
23788101,1948,2
23788102,1947,1
23788103,1970,1
23789001,1954,1
23789002,1994,1
23789003,1957,2
23790101,1952,1
23790102,1970,2
23790103,1994,2
23790104,1997,2
23790105,2009,2
23791101,1964,2
23791102,1964,1
23791103,1996,1
23792101,1986,1
23792102,1981,2
23792103,2000,1
23793101,1992,1
23793102,1965,1
23793103,1968,2
23793104,1991,1
23793105,1998,2
23793106,2005,2
23794201,1972,2
23794202,1961,1
23794203,2002,1
23794204,2005,1
23795001,1954,2
23795002,1961,1
23795003,2009,2
23795004,1979,1
23796101,1967,1
23796102,1992,1
23796103,1967,2
23796104,1996,2
23796105,2005,2
23796106,2007,1
23797001,1969,2
23797002,1961,1
23797003,2000,1
23798101,1970,2
23798102,1966,1
23798103,2000,1
23798104,2001,2
23799201,1999,2
23799202,2002,1
23799203,1976,2
23799204,1987,2
23799205,1981,2
23800101,1974,1
23800102,1970,2
23800103,2004,2
23801101,1970,1
23801102,1948,1
23801103,1949,2
23802101,1974,1
23802102,2002,1
23802103,1981,2
23803101,1995,1
23803102,1997,1
23803103,2005,2
23803104,1975,2
23804101,1927,2
23805101,1965,2
23805102,1994,2
23805103,2004,1
23806101,1996,1
23806102,1963,1
23806103,1960,2
23806104,1992,2
23807101,1944,2
23807102,1942,1
23807103,1968,2
23807104,1983,2
23808101,1957,2
23808102,1988,1
23808103,1955,1
23809101,1973,1
23809102,1981,2
23809103,2000,2
23809104,2008,1
23810101,1970,1
23810102,1970,2
23810103,1987,2
23810104,2005,2
23810105,1992,1
23811001,1966,2
23811002,1988,2
23811003,1995,1
23811004,2000,2
23811005,1965,1
23811006,2007,1
23812101,1951,2
23813101,1960,1
23813102,1967,2
23813103,1991,1
23813104,1991,2
23813105,2002,2
23813106,2009,2
23814001,1991,2
23814002,1994,2
23814003,1968,2
23815201,1998,1
23815202,1993,2
23815203,1972,1
23815204,1985,1
23815205,1970,2
23816001,1944,2
23816002,1979,2
23816003,2013,2
23816004,1984,2
23817101,1968,1
23817102,1996,1
23817103,1968,2
23817104,1995,2
23817105,1998,1
23817106,2010,2
23817107,2012,2
23817108,2010,2
23817109,1991,2
23818101,1986,2
23818102,1984,1
23818103,2005,2
23818104,2006,2
23818105,2010,1
23819301,1981,2
23819302,1980,1
23820101,1971,1
23820102,1985,2
23820103,1991,1
23821101,1975,2
23821102,2000,1
23822101,1971,2
23822102,1965,1
23822103,1993,1
23822104,2006,2
23822105,1936,2
23823101,1996,2
23823102,1999,1
23823103,1962,2
23823104,1966,2
23824101,1973,2
23825101,1994,2
23825102,1953,2
23825103,1982,2
23826001,1984,1
23826002,1981,2
23826003,2002,2
23826004,2007,1
23826201,1971,2
23826202,2006,1
23826203,1998,1
23826204,1997,2
23826205,1988,1
23826206,1992,1
23827001,1965,2
23827002,2004,1
23827003,1999,2
23828201,1961,2
23828202,1974,1
23829101,1967,2
23829102,1957,1
23829103,1987,2
23829104,1989,2
23829105,1989,1
23829106,2010,1
23830101,1973,1
23830102,1976,2
23830103,2000,1
23830104,2003,2
23830105,2005,1
23830106,2006,2
23831101,1979,2
23831102,1957,1
23831103,1997,2
23831104,2000,1
23831105,2002,2
23832101,1998,2
23832102,2000,2
23832103,2001,2
23832104,2002,1
23832105,1981,2
23832106,1978,1
23833101,1991,2
23833102,1946,2
23833103,1945,1
23834301,1949,2
23834302,1941,1
23834303,1983,2
23835101,1971,1
23835102,1972,2
23835103,2010,1
23835104,2005,1
23836101,1970,1
23836102,1946,1
23836103,1946,2
23837101,1966,2
23837102,1993,2
23837103,2001,2
23838201,1956,2
23838202,1980,2
23838203,1989,1
23839101,1978,1
23839102,1984,2
23839103,1965,1
23839104,1998,2
23840101,1974,2
23841101,1960,1
23841102,1970,2
23842001,1965,2
23842002,1994,1
23843101,1988,2
23843102,2005,2
23843103,2010,1
23843104,1988,1
23844301,1975,1
23844302,1975,2
23844303,1984,2
23844304,2002,2
23844305,2004,2
